titel,authorLabel,date,langLabel,publisherLabel,genres,part_of_a_series
The works of Mrs. Cowley; dramas and poems,Hannah Cowley,1813-01-01T00:00:00Z,English,Wilkie and Robinson,"drama, editorial collection, poetry",N
Dime Store Magic,Kelley Armstrong,2004-01-01T00:00:00Z,English,Viking Press,romantic fiction,Y
Dearest Idol,Martin Boyd,1929-01-01T00:00:00Z,English,,fiction,N
Torch of Freedom,David Weber,2009-01-01T00:00:00Z,English,Baen Books,science fiction,Y
Young Samurai: The Way of the Warrior,Chris Bradford,2008-08-08T00:00:00Z,English,Hachette Books,children's novel,Y
Dark Prince,Christine Feehan,1999-01-01T00:00:00Z,English,Dorchester Publishing,"romantic fiction, vampire literature, fantasy literature, paranormal phenomenon",N
The Brightonomicon,Robert Rankin,2005-01-01T00:00:00Z,English,Victor Gollancz Ltd,fantasy literature,Y
Heartbeat,Danielle Steel,1992-01-01T00:00:00Z,English,,romantic fiction,N
The Lost Fleet: Relentless,John G. Hemry,2009-04-01T00:00:00Z,English,Ace Books,science fiction,Y
Thunder Oak,Garry Kilworth,1997-01-01T00:00:00Z,English,Random House,fantasy,Y
Time for a Tiger,Anthony Burgess,1956-01-01T00:00:00Z,English,Heinemann,colonialism,Y
Princess Daisy,Judith Krantz,1980-01-01T00:00:00Z,English,Crown Publishing Group,romantic fiction,N
The Two Georges,Richard Dreyfuss,1996-03-01T00:00:00Z,English,Hodder & Stoughton,science fiction,N
By Bizarre Hands Rides Again,Joe R. Lansdale,2010-09-01T00:00:00Z,English,Bloodletting Press,horror literature,N
Permanent Record,Edward Snowden,2019-09-17T00:00:00Z,English,,autobiography,N
Sea of Silver Light,Tad Williams,2001-04-10T00:00:00Z,English,DAW Books,science fiction,Y
The Quantum Prophecy,Michael Carroll,2006-01-01T00:00:00Z,English,Philomel Books,science fiction,Y
Legions of the Dead,Lin Carter,1978-08-01T00:00:00Z,English,,sword and sorcery,N
The Gods Return,David Drake,2008-11-01T00:00:00Z,English,Tor Books,fantasy,Y
Structure and Interpretation of Computer Programs,Gerald Jay Sussman,1985-01-01T00:00:00Z,English,The MIT Press,textbook,N
"Jip, His Story",Katherine Paterson,1996-10-24T00:00:00Z,English,Dutton,"children's novel, historical fiction",N
The Hanging Garden,Patrick White,2012-04-02T00:00:00Z,English,,literary fiction,N
Farmer Boy,Laura Ingalls Wilder,1933-10-01T00:00:00Z,English,Harper,"historical fiction, family saga",Y
The Black Curtain,Cornell Woolrich,1941-01-01T00:00:00Z,English,Grosset & Dunlap,mystery fiction,N
Night at the Mocking Widow,John Dickson Carr,1950-01-01T00:00:00Z,English,William Morrow and Company,"detective fiction, mystery fiction",Y
The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003-09-01T00:00:00Z,English,Jonathan Cape,crime fiction,N
The Mysterious Mannequin,Carolyn Keene,1970-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
Suttree,Cormac McCarthy,1979-05-01T00:00:00Z,English,Random House,autobiography,N
"The Ghosts of the Heaviside Layer, and Other Fantasms","Edward Plunkett, 18th Baron of Dunsany",1980-01-01T00:00:00Z,English,,ghost story,N
Unbroken,Laura Hillenbrand,2001-09-14T00:00:00Z,English,Random House,non-fiction,N
Dangerous Games,Danielle Steel,2017-12-05T00:00:00Z,English,,romantic fiction,N
The Getting of Wisdom,Henry Handel Richardson,1910-01-01T00:00:00Z,English,Heinemann,children's novel,N
On the Move: a Life,Oliver Sacks,2015-01-01T00:00:00Z,English,,memoir,N
The Wettest County in the World,Matt Bondurant,2008-10-14T00:00:00Z,English,Charles Scribner's Sons,"crime fiction, historical fiction",N
Mountain of Black Glass,Tad Williams,1999-09-01T00:00:00Z,English,Donald Allen Wollheim,science fiction,Y
The Incorporated Knight,L. Sprague de Camp,1987-01-01T00:00:00Z,English,Phantasia Press,fantasy,N
Realms of Wizardry,Lin Carter,1976-01-01T00:00:00Z,English,Doubleday,fantasy,N
Valencia,Michelle Tea,2000-01-01T00:00:00Z,English,Perseus Books Group,LGBT literature,N
Net.wars,Wendy M. Grossman,1997-01-01T00:00:00Z,English,New York University Press,non-fiction,N
House,Ted Dekker,2006-01-01T00:00:00Z,English,Thomas Nelson and Sons Ltd,horror fiction,N
Earth (The Book),Rich Blomquist,2010-09-01T00:00:00Z,English,,humour,N
The Martian,Andy Weir,2014-02-11T00:00:00Z,English,Crown Publishing Group,"hard science fiction, science fiction",N
What I Saw and How I Lied,Jude Watson,2008-11-01T00:00:00Z,English,Scholastic Corporation,historical fiction,N
Fag Hag,Robert Rodi,1992-01-01T00:00:00Z,English,Dutton,LGBT literature,N
Shadows in the Dark,Lin Carter,1978-08-01T00:00:00Z,English,,sword and sorcery,N
The World That Couldn't Be,Alan E. Nourse,1959-01-01T00:00:00Z,English,Pocket Books,science fiction,N
"Accidental Occidental: Economics and Culture of Transition in Mitteleuropa, the Baltic and the Balkan Area",Lajos Bokros,2012-01-01T00:00:00Z,English,Central European University Press,economics,N
The Bitch,Jackie Collins,1979-01-01T00:00:00Z,English,Virgin Books,erotica,N
The Shadow of Saganami,David Weber,2004-01-01T00:00:00Z,English,Baen Books,science fiction,Y
The Birth of Plenty,William J. Bernstein,2004-01-01T00:00:00Z,English,Wiley,non-fiction,N
This Is Not a Drill,Mohamed Nasheed,2019-06-13T00:00:00Z,English,Penguin Books,"literary non-fiction, handbook",N
Grapes and Granite,Nina Epton,1956-01-01T00:00:00Z,English,,travel book,N
Indiana Jones and the Philosopher's Stone,Max McCoy,1995-04-01T00:00:00Z,English,,adventure fiction,N
The Glass Lake,Maeve Binchy,1994-09-02T00:00:00Z,English,Orion Publishing Group,romantic fiction,N
The Hunger Games,Suzanne Collins,2008-09-14T00:00:00Z,English,Scholastic Corporation,"science fiction, dystopia, post-apocalyptic fiction, young adult novel, adventure fiction",Y
"Tom Swift and His Big Tunnel, or, the Hidden City of the Andes",Victor Appleton,1916-01-01T00:00:00Z,English,Grosset & Dunlap,adventure fiction,Y
The Gates of Creation,Philip José Farmer,1970-01-01T00:00:00Z,English,Ace Books,science fiction,N
Undercover,Danielle Steel,2015-08-27T00:00:00Z,English,,romantic fiction,N
The Source,James A. Michener,1965-01-01T00:00:00Z,English,Random House,historical fiction,N
Spider's Web,Agatha Christie,2000-09-01T00:00:00Z,English,HarperCollins,crime fiction,N
Crown Duel,Sherwood Smith,2002-06-01T00:00:00Z,English,Harcourt,fantasy,N
The Long War,Stephen Baxter,2013-01-01T00:00:00Z,English,Harper,science fiction,Y
The Turning,Tim Winton,2005-01-01T00:00:00Z,English,Picador,adult,N
Mastering the Universe,Roger Sweet,2005-07-11T00:00:00Z,English,,non-fiction,N
The Purpose of American Politics,Hans Morgenthau,1960-01-01T00:00:00Z,English,Alfred A. Knopf,Category:Political books,N
Conan the Destroyer,Robert Jordan,1984-01-01T00:00:00Z,English,Tor Books,"fantasy, sword and sorcery",Y
When the Fighting Is Over: A Personal Story of the Battle for Tumbledown Mountain and Its Aftermath,Robert Lawrence,1988-01-01T00:00:00Z,English,,essay,N
Tell the Running Water,Abbas El-Zein,2001-01-01T00:00:00Z,English,,fiction,N
Every Heart A Doorway,Seanan McGuire,2016-04-05T00:00:00Z,English,Tor.com Publishing,"novella, fantasy",N
Pictures from the Water Trade,John David Morley,1985-01-01T00:00:00Z,English,André Deutsch,"philosophical fiction, travel book",N
Whispers from the Cotton Tree Root,Nalo Hopkinson,2000-01-01T00:00:00Z,English,,"horror literature, anthology, science fiction",N
Poor Economics,Abhijit Banerjee,2011-04-26T00:00:00Z,English,PublicAffairs,non-fiction,N
A Patriot's Act,Kenneth G. Eade,2014-01-01T00:00:00Z,English,Tate Publishing & Enterprises,legal thriller,N
Let the Hurricane Roar,Rose Wilder Lane,1933-01-01T00:00:00Z,English,The Saturday Evening Post,"Western novel, young adult novel, historical fiction",N
Echoes of Valor II,Karl Edward Wagner,1989-01-01T00:00:00Z,English,Tor Books,fantasy,N
Isaac Asimov Presents The Great SF Stories 4,Fredric Brown,1980-01-01T00:00:00Z,English,DAW Books,science fiction,Y
Het Vijftig Jaars Zwaard,Mark Z. Danielewski,2005-10-31T00:00:00Z,English,De Bezige Bij,novella,N
The Rozabal Line,Ashwin Sanghi,2007-09-24T00:00:00Z,English,"Lulu Press, Inc.",thriller,N
Mention My Name in Atlantis,John Jakes,1972-01-01T00:00:00Z,English,DAW Books,fantasy,N
Personal Demon,Kelley Armstrong,2008-03-25T00:00:00Z,English,"Little, Brown and Company",romantic fiction,Y
Highland River,Neil M. Gunn,1937-01-01T00:00:00Z,English,The Canongate,fiction,N
Sleeping in Flame,Jonathan Carroll,1988-01-01T00:00:00Z,English,Doubleday,fantasy,N
Thomas,Robin Jarvis,1995-01-01T00:00:00Z,English,Headline Publishing Group,fantasy literature,N
One Two Three... Infinity,George Gamow,1947-01-01T00:00:00Z,English,,popular science,N
The Time Stream,Eric Temple Bell,1946-01-01T00:00:00Z,English,Grant-Hadley Enterprises,science fiction,N
"""Will You Please Be Quiet, Please?""",Raymond Carver,1976-01-01T00:00:00Z,English,McGraw Hill Book Company,anthology,N
Superclass,David Rothkopf,2008-01-01T00:00:00Z,English,"Farrar, Straus and Giroux",non-fiction,N
Farewell to Manzanar,James D. Houston,1973-01-01T00:00:00Z,English,Houghton Mifflin Harcourt,non-fiction,N
Murder House,Franklin W. Dixon,2008-09-30T00:00:00Z,English,,crime fiction,Y
Red Planet Noir,David W. Brown,2009-01-01T00:00:00Z,English,,"crime fiction, science fiction",N
Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,1990-03-01T00:00:00Z,English,Routledge,"LGBT literature, feminist theory",N
The Path of Daggers,Robert Jordan,1998-10-20T00:00:00Z,English,Tor Books,fantasy,Y
The Missing Gospels,Darrell Bock,2006-01-01T00:00:00Z,English,Thomas Nelson and Sons Ltd,religion,N
A History of the Warfare of Science with Theology in Christendom,Andrew Dickson White,1897-01-01T00:00:00Z,English,,essay,N
Obernewtyn,Isobelle Carmody,1987-01-01T00:00:00Z,English,Penguin Books,"post-apocalyptic fiction, fantasy",Y
The Nutcracker Coup,Janet Kagan,1992-12-01T00:00:00Z,English,,"novelette, science fiction",N
Le Rêve mexicain ou la pensée interrompue,Jean-Marie Gustave Le Clézio,1988-01-01T00:00:00Z,English,University of Chicago Press,non-fiction,N
The Middle Years,Henry James,1917-01-01T00:00:00Z,English,"William Collins, Sons",autobiography,N
Worlds of Weber,David Weber,2008-09-30T00:00:00Z,English,Baen Books,science fiction,N
Young Goodman Brown,Nathaniel Hawthorne,1835-01-01T00:00:00Z,English,,fantastic literature,N
"No Heroics, Please: Uncollected Writings",Raymond Carver,1991-01-01T00:00:00Z,English,Vintage Contemporaries,anthology,N
Tortoise Tales,Ruth Manning-Sanders,1972-01-01T00:00:00Z,English,Thomas Nelson and Sons Ltd,fairy tale,N
Wheelers,Jack Cohen,2000-01-01T00:00:00Z,English,,science fiction,N
Pandora's Curse,Jack Du Brul,2001-01-01T00:00:00Z,English,,"adventure fiction, techno-thriller, thriller",N
The Way the World is Going,H. G. Wells,1928-01-01T00:00:00Z,English,Ernest Benn,non-fiction,N
Isaac Asimov Presents The Great SF Stories 14,Cyril M. Kornbluth,1986-01-01T00:00:00Z,English,DAW Books,science fiction,Y
Translation Changes Everything,Lawrence Venuti,2012-11-28T00:00:00Z,English,,non-fiction,N
Wilderness,Dean Koontz,2013-01-01T00:00:00Z,English,Bantam Books,horror literature,N
How Doctors Think,Jerome Groopman,2007-01-01T00:00:00Z,English,Houghton Mifflin Harcourt,non-fiction,N
Alcatraz Versus the Evil Librarians,Brandon Sanderson,2007-10-01T00:00:00Z,English,Scholastic Corporation,fantasy novel,Y
Shine,Jessica Jung,2020-09-30T00:00:00Z,English,,young adult novel,N
The Princess of Dhagabad,Anna Kashina,2000-05-15T00:00:00Z,English,Herodias,fantasy,N
"The Extraordinary Secrets of April, May, & June",Robin Benway,2010-08-03T00:00:00Z,English,,young adult novel,N
The Dark Tower VII: The Dark Tower,Stephen King,2004-09-21T00:00:00Z,English,"Donald M. Grant, Publisher","science fiction, fantasy, horror fiction",Y
You Should See Me in a Crown,Leah Johnson,2020-06-02T00:00:00Z,English,Scholastic Corporation,young adult novel,N
Concepts of Modern Mathematics,Ian Stewart,1975-01-01T00:00:00Z,English,,non-fiction,N
The Blue Star,Fletcher Pratt,1969-01-01T00:00:00Z,English,Ballantine Books,fantasy,Y
Catilina's Riddle,Steven Saylor,1993-01-01T00:00:00Z,English,St. Martin's Press,"historical mystery, historical fiction",Y
The Ingoldsby Legends,Richard Harris Barham,1840-01-01T00:00:00Z,English,J. M. Dent,humour,N
The New Market Wizards,Jack D. Schwager,1992-01-26T00:00:00Z,English,HarperCollins,finance,N
Hazed,Franklin W. Dixon,2007-02-01T00:00:00Z,English,Simon & Schuster,"mystery fiction, detective fiction",N
The history of Pennsylvania in North America,Robert Proud,1798-01-01T00:00:00Z,English,,non-fiction,N
A Brief Defence of Supernatural Christianity,John Kennedy,1875-01-01T00:00:00Z,English,,non-fiction,N
Lost Moon,Jeffrey Kluger,1994-01-01T00:00:00Z,English,Houghton Mifflin Harcourt,non-fiction,N
Seeds of Yesterday,V. C. Andrews,1984-01-01T00:00:00Z,English,Simon & Schuster,"gothic fiction, family saga",Y
Closing Time,Joseph Heller,1994-01-01T00:00:00Z,English,Simon & Schuster,"satire, comedy",N
The Limits to Growth,Dennis Meadows,1972-01-01T00:00:00Z,English,,"non-fiction, business, nature, economics",Y
Young Thongor,Robert M. Price,2012-01-01T00:00:00Z,English,,fantasy,N
Silent Honor,Danielle Steel,1996-01-01T00:00:00Z,English,Dell Publishing,romantic fiction,N
The Lamp of God,Ellery Queen,1935-01-01T00:00:00Z,English,Detective Story Magazine,"mystery fiction, whodunit, detective fiction",Y
Foundation,Joseph Glenn Schloss,2009-01-01T00:00:00Z,English,Oxford University Press,non-fiction,N
Merlin's Ring,H. Warner Munn,1974-06-01T00:00:00Z,English,Ballantine Books,fantasy,N
A Beautifully Foolish Endeavor,Hank Green,2020-07-07T00:00:00Z,English,,fantasy,N
I Want to Go Home,Gordon Korman,1981-01-01T00:00:00Z,English,Scholastic Corporation,adventure fiction,N
Galaxy of Fear: Spore,John Whitman,1998-04-01T00:00:00Z,English,Skylark,science fiction,Y
The Honest Truth about Dishonesty,Dan Ariely,2012-01-01T00:00:00Z,English,HarperCollins,non-fiction,N
The Lords of Strategy,Walter Kiechel,2010-03-03T00:00:00Z,English,Harvard Business Publishing,non-fiction,N
The Gates of Thorbardin,Dan Parkinson,1990-01-01T00:00:00Z,English,TSR,fantasy,N
The Mystery of the 99 Steps,Carolyn Keene,1966-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
Titan,Ben Bova,2006-01-01T00:00:00Z,English,,science fiction,N
Isaac Asimov Presents The Great SF Stories 4,Isaac Asimov,1980-01-01T00:00:00Z,English,DAW Books,science fiction,Y
Love Letters to the Dead,Ava Dellaira,2014-03-01T00:00:00Z,English,,young adult novel,N
Spider's Web,Charles Osborne,2000-09-01T00:00:00Z,English,HarperCollins,crime fiction,N
No Country for Old Men,Cormac McCarthy,2005-07-19T00:00:00Z,English,Alfred A. Knopf,"Western novel, crime fiction, thriller",N
Cradle,Arthur C. Clarke,1988-01-01T00:00:00Z,English,Hachette Book Group,science fiction,N
Conan the Unconquered,Robert Jordan,1983-01-01T00:00:00Z,English,Tor Books,"fantasy, sword and sorcery",Y
Johnny Thunders...In Cold Blood,Nina Antonia,1987-01-01T00:00:00Z,English,Cherry Red,biography,N
Why We Believe in God(s): A Concise Guide to the Science of Faith,J. Anderson Thomson,2011-06-01T00:00:00Z,English,,essay,N
The Radium Pool,Ed Earl Repp,1949-01-01T00:00:00Z,English,"Fantasy Publishing Company, Inc.",science fiction,N
The Woven Path,Robin Jarvis,1995-01-01T00:00:00Z,English,HarperCollins,fantasy literature,N
Coalescent,Stephen Baxter,2003-11-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,Y
Armada,Ernest Cline,2015-07-14T00:00:00Z,English,Crown Publishing Group,science fiction,N
Notes from underground,Thomas Cushman,1995-01-01T00:00:00Z,English,,non-fiction,N
Speak Easy,Catherynne M. Valente,2015-01-01T00:00:00Z,English,,"novella, fantasy",N
Harpy Thyme,Piers Anthony,1994-01-01T00:00:00Z,English,Tor Books,fantasy,Y
Five on a Hike Together,Enid Blyton,1951-01-01T00:00:00Z,English,Hodder & Stoughton,"adventure fiction, mystery fiction",Y
Long Shadows,Erin Hunter,2008-11-25T00:00:00Z,English,HarperCollins,fantasy,Y
The Orange Book: Reclaiming Liberalism,Paul Marshall,2004-01-01T00:00:00Z,English,Profile Books,non-fiction,N
Portraits of His Children,George R. R. Martin,1985-11-01T00:00:00Z,English,,novelette,N
Phoenix,Steven Brust,1990-10-01T00:00:00Z,English,Ace Books,fantasy,Y
The Occupy Handbook,Robert Reich,2012-01-01T00:00:00Z,English,,non-fiction,N
The Indian in the Cupboard,Lynne Reid Banks,1980-01-01T00:00:00Z,English,J. M. Dent,juvenile fantasy,N
To Light a Candle,Mercedes Lackey,2004-01-01T00:00:00Z,English,Tor Books,fantasy,Y
Commando,Joey Ramone,2012-01-01T00:00:00Z,English,,autobiography,N
The Fiery Trial: Abraham Lincoln and American Slavery,Eric Foner,2010-01-01T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
"No, They Can't",John Stossel,2012-04-10T00:00:00Z,English,Threshold Editions,non-fiction,N
The Prometheus Deception,Robert Ludlum,2000-10-31T00:00:00Z,English,St. Martin's Press,espionage novel,N
Changeless,Gail Carriger,2010-04-01T00:00:00Z,English,Orbit Books,"steampunk novel, paranormal romance, fantasy",N
Hallowe'en Party,Agatha Christie,1969-01-01T00:00:00Z,English,Collins Crime Club,"crime fiction, detective fiction",N
Songs and Sonnets Atlantean,Donald Sidney-Fryer,1971-01-01T00:00:00Z,English,Arkham House,poetry,N
Cradle,Gentry Lee,1988-01-01T00:00:00Z,English,Hachette Book Group,science fiction,N
Address: Centauri,F. L. Wallace,1955-01-01T00:00:00Z,English,Gnome Press,science fiction,N
The Man the Worlds Rejected,Gordon R. Dickson,1986-01-01T00:00:00Z,English,Tor Books,science fiction,N
The Last Mughal,William Dalrymple,2006-01-01T00:00:00Z,English,,non-fiction,N
"""Brazilian Jiu-Jitsu, Theory and Technique""",Royler Gracie,2001-01-01T00:00:00Z,English,,martial arts,N
Out of Time,Caroline B. Cooney,1996-01-01T00:00:00Z,English,,romantic fiction,Y
"""Churchill, Hitler and the Unnecessary War""",Pat Buchanan,2008-01-01T00:00:00Z,English,Crown Publishing Group,historical non-fiction,N
Lovecraft: a Biography,L. Sprague de Camp,1975-02-01T00:00:00Z,English,Doubleday,biography,N
Earth Afire,Orson Scott Card,2013-06-04T00:00:00Z,English,Tor Books,science fiction,Y
The Glorious Cause,Jeff Shaara,2002-01-01T00:00:00Z,English,Ballantine Books,historical fiction,N
The Fudge Family in Paris,Thomas Moore,1818-01-01T00:00:00Z,English,,"verse novel, epistolary novel",N
Mark Wilson's Complete Course In Magic,Mark Wilson,1988-01-01T00:00:00Z,English,,non-fiction,N
The Sesame Street Dictionary,Jim Henson,1980-01-01T00:00:00Z,English,Sesame Workshop,non-fiction,N
The Valley of Decision,Marcia Davenport,1942-01-01T00:00:00Z,English,University of Pittsburgh Press,historical fiction,N
The Rogue Prince,George R. R. Martin,2014-06-17T00:00:00Z,English,Bantam Spectra,fantasy,N
A Gathering of Shadows,V. E. Schwab,2016-02-23T00:00:00Z,English,,fantasy novel,Y
